t,x1,y1,x2,y2
0.0,0.4063505215716389,-0.03489536234754176,0.40344463648530415,-0.10489536231587897
0.004166666666666667,0.4061983818200717,-0.03526378118361073,0.4031991231380299,-0.10527991651456992
0.008333333333333333,0.4060915198717804,-0.035543453942118754,0.4031657188845641,-0.10545191517397966
0.0125,0.4060568807691342,-0.03560852574449825,0.40313741234181666,-0.10545076898063799
0.016666666666666666,0.40622713164201196,-0.03614008082239867,0.40331744701973793,-0.10583803668124557
0.020833333333333332,0.40628497957668697,-0.0362489153630984,0.40336766421973497,-0.1058793661334247
0.025,0.4064464281913054,-0.036760633697116,0.403674540072428,-0.10645732304398316
0.029166666666666667,0.40634349243015133,-0.03687981247441032,0.4036244495236289,-0.10657172707111383
0.03333333333333333,0.4064876214934467,-0.03763662304046889,0.4037052213251374,-0.107587349360234
0.0375,0.4064892046334214,-0.03806255101925829,0.4038187641241219,-0.10809858325341934
0.041666666666666664,0.4063970975496942,-0.038167709508936803,0.40370202338238853,-0.10819467984988275
0.04583333333333333,0.40632107516810984,-0.03908505363470843,0.4035578309934942,-0.10887442316197361
0.05,0.4062571163131325,-0.039248823132529746,0.4034503674520125,-0.10894977112592881
0.05416666666666667,0.40639339300215344,-0.04052339329474932,0.4035737573816395,-0.11031922203311123
0.058333333333333334,0.40619524720292177,-0.041584306052265284,0.40338042432793086,-0.11154674444156311
0.0625,0.40605881219990336,-0.04263207241543145,0.4032367385438284,-0.11220282930987227
0.06666666666666667,0.40590752734392244,-0.04408480598412219,0.4029667498525456,-0.11318458506865396
0.07083333333333333,0.4055861182662618,-0.04546872045811334,0.4030049668515345,-0.11489989823354604
0.075,0.4052144286630051,-0.04718742787511114,0.40309381266691385,-0.11656637469649901
0.07916666666666666,0.40457392189204683,-0.048795147681043635,0.4030105711670449,-0.1183215861550331
0.08333333333333333,0.40407877903356415,-0.05074898621336168,0.40286381409139155,-0.12009951567220395
0.0875,0.4033458168880843,-0.052864843290689044,0.4030886199677969,-0.12230031770801303
0.09166666666666666,0.40300278211836943,-0.05503828550145561,0.40292264357285085,-0.12423011784295544
0.09583333333333334,0.40203326719787197,-0.05759759591709214,0.40273402827626675,-0.12650432374683082
0.1,0.4016578097214756,-0.060158986578655406,0.4035013762219969,-0.1288998963274455
0.10416666666666667,0.400487679303386,-0.06270935858599486,0.40303571142984285,-0.1312743941487172
0.10833333333333334,0.40032898535232353,-0.06278082469073211,0.40310635113551335,-0.1313802397211447
0.1125,0.3980731375395946,-0.06865900125277982,0.402778102893162,-0.1365188461114582
0.11666666666666667,0.39782952396029003,-0.06882549691763755,0.4029456624280827,-0.136640621238311
0.12083333333333333,0.3950758419511215,-0.0746282621901311,0.4024816441015024,-0.14156143189602705
0.125,0.3947347069493763,-0.07486554320953698,0.4027251626924086,-0.1417962115542729
0.12916666666666668,0.39107993332941626,-0.08125590671503481,0.40225943457465557,-0.14766793207150386
0.13333333333333333,0.39071786921720564,-0.08123036750096317,0.40213110524830753,-0.1476503940468643
0.1375,0.3852070222909243,-0.0878702307001915,0.40141172644381046,-0.15252140861981658
0.14166666666666666,0.38257153751226586,-0.09153330947245872,0.40095476892151727,-0.1550449400720252
