t,point_0_x,point_0_y,x1,y1,x2,y2
36,966.9402,451.84274,925.1322,755.283,1030.3502,956.9757
37,966.44745,451.9638,911.4205,752.26624,1015.6695,956.8602
38,966.7335,451.8252,911.0889,751.994,1014.68945,957.25684
39,966.50397,451.92972,900.52246,750.61145,1000.63043,957.49567
40,967.1046,451.87637,899.25916,750.8053,1000.3085,956.8609
41,966.8581,451.5407,888.8804,748.1206,984.72845,958.4279
42,967.131,451.44443,889.5189,747.6849,983.9119,958.84796
43,966.6108,452.07407,878.114,744.9246,966.1561,957.2385
44,966.9853,452.1659,878.33105,744.6307,964.77,957.43964
45,966.89996,451.89386,874.5182,743.77454,955.35504,957.90125
46,966.9931,451.8538,865.2801,742.1599,937.44666,959.95123
47,967.1478,451.83295,865.6432,741.4176,936.3091,960.2579
48,966.7795,451.46335,857.4982,737.14386,917.7048,961.55774
49,966.7519,451.48727,858.22504,736.8111,916.8382,961.70905
50,966.4024,451.68497,855.3803,737.84485,906.7149,962.43976
51,966.5968,451.35095,850.33594,734.7896,886.02936,962.0066
52,966.75415,451.48926,851.09357,734.48706,884.7767,962.06433
53,966.4447,451.28558,845.6435,732.22076,864.606,962.00574
54,966.46844,451.3333,846.3921,732.1479,863.5954,961.7075
55,966.0742,451.15347,841.4339,730.51495,842.9155,960.3498
56,966.2382,451.24918,842.8052,730.76025,841.7665,959.74365
57,966.49585,451.35648,839.911,729.2713,819.8127,958.8517
58,966.4717,451.39313,840.3491,729.17737,819.197,958.8761
59,966.5365,451.61307,837.95984,729.6277,798.8429,955.55023
60,966.50555,451.5667,838.40875,729.9286,798.08466,955.4449
61,966.57,451.51584,838.4866,730.2167,778.21814,951.77747
62,966.45355,451.40823,839.12726,730.5304,777.79913,951.8239
63,966.54285,451.28632,839.0772,730.0786,767.7129,948.4261
64,966.3611,451.66418,839.8473,731.6995,747.3913,942.24927
65,966.32745,451.68158,840.3914,731.67334,746.97064,942.19617
66,966.56,451.49838,842.83203,731.88574,728.84717,933.13257
67,966.5084,451.51495,843.97375,732.42523,728.43884,932.87274
68,966.6044,451.26358,846.39923,732.1807,714.3162,923.7357
69,966.517,451.20206,847.3798,732.63776,713.8839,923.5386
70,966.36774,451.21854,849.4328,733.9709,699.28314,912.9093
71,966.2616,451.0874,849.8883,734.67426,699.2859,913.0542
72,966.3018,451.1188,851.3787,734.94196,694.4947,907.2622
73,966.67865,451.6803,854.5186,736.2208,683.5154,896.1489
74,966.6135,451.69092,855.3352,737.0395,683.2261,895.79376
75,967.0729,451.57623,860.98987,738.11005,676.5277,884.0233
76,967.041,451.47662,862.0472,739.195,676.4874,883.66174
77,967.10095,451.56155,864.5107,740.3797,670.332,872.43335
78,967.04614,451.42838,865.46747,741.28094,670.40137,872.4596
79,966.9851,451.52954,868.0629,741.98206,668.74426,868.0636
80,966.7566,451.52945,876.8485,743.57086,668.1673,857.23126
81,966.7445,451.5059,877.12067,743.788,668.06726,856.82684
82,966.74005,451.9267,884.0496,746.9851,669.77924,847.4628
83,966.62213,451.9211,884.81006,747.63446,669.8477,847.102
84,966.31146,452.0448,887.9866,748.29535,670.67584,842.5214
85,966.877,451.96848,894.91113,749.4274,673.6384,837.08795
86,966.6133,451.8804,896.02673,750.4598,674.11743,836.7845
87,966.6061,452.03186,904.22705,752.40436,680.187,830.4805
88,966.2044,451.9372,906.19257,752.36206,680.4628,830.0894
89,966.42145,451.9039,909.81915,752.8542,682.6494,828.92255
90,966.16815,451.8725,913.1583,753.0662,685.90796,827.87854
91,966.24805,452.01492,916.9825,755.24884,689.33856,827.5826
92,966.4759,451.59015,922.0707,755.8671,693.9746,826.87274
93,966.4814,451.61395,927.24835,757.1933,697.7029,827.0144
94,966.4243,451.6218,931.44934,758.46533,701.4712,828.28827
95,966.34534,451.82324,936.0257,758.68134,707.6951,829.3012
96,966.4149,451.88748,939.2935,759.3845,712.2651,831.0545
97,966.3362,451.61432,942.54175,759.33374,716.04083,833.4392
98,966.4523,451.72513,947.5694,760.01294,723.19476,836.4013
99,966.7302,451.82822,955.1423,760.88464,732.9227,842.8976
100,966.40485,451.80698,956.3214,760.3371,733.27844,843.0136
101,966.23535,451.55637,963.2333,760.8793,740.7655,848.88556
102,966.46936,451.6333,972.7763,762.70447,754.0013,858.22125
103,966.1578,451.56027,973.55634,761.9153,754.11285,858.32416
104,966.20795,451.74796,982.8556,761.03265,768.6776,870.72034
105,966.19934,451.7769,983.828,759.79297,768.51764,870.85046
106,966.2897,451.70053,991.22327,760.8172,785.4692,883.5079
107,966.066,451.69565,991.61993,760.06055,786.04425,883.57513
108,966.11926,451.7615,995.8612,759.8236,794.7276,890.0798
109,966.25665,451.44223,1002.07465,759.1686,814.5419,905.0944
110,966.0003,451.41132,1002.14813,758.63403,815.1406,905.5168
111,965.9033,451.74417,1007.10425,759.6591,834.9227,920.2949
112,965.71735,451.70914,1007.50867,759.5266,836.00616,919.6159
113,966.0754,451.87915,1013.8272,758.3677,860.25555,933.0627
114,965.7739,451.9452,1013.7955,757.82513,860.33276,933.5298
115,966.3871,451.92773,1019.02924,757.5336,884.4311,948.7998
116,966.0924,452.03244,1019.2645,757.21124,885.05975,949.1094
117,966.4452,452.35275,1023.3769,756.0944,913.7266,961.2384
118,966.1996,452.32806,1023.3636,756.0224,914.5933,961.42773
119,965.9976,452.47772,1026.4537,756.4245,931.6018,967.2054
120,966.282,452.12216,1028.1959,754.9557,961.1928,975.12695
121,966.3047,452.1106,1028.6827,754.5439,961.1281,975.65326
122,966.3235,451.92203,1029.6962,754.1684,995.79877,981.9868
123,966.24347,452.02393,1029.5144,754.25696,995.9113,982.6008
124,966.23315,452.2542,1030.6793,754.0208,1029.1501,984.2351
125,966.1031,452.28867,1030.4812,754.17737,1029.8652,984.2154
126,965.98456,452.30203,1031.9716,754.87854,1064.7935,978.5606
127,965.84955,452.39578,1031.8119,755.1488,1065.8525,978.0624
128,965.95917,452.27,1033.0448,754.1086,1099.0594,971.3779
129,965.9008,452.26773,1033.3148,753.9264,1099.6792,971.5581
130,965.70447,452.28827,1033.5239,753.64734,1114.6412,965.49445
131,965.92316,452.2206,1034.3783,754.3642,1143.8661,951.83575
132,965.7658,452.35446,1034.1193,754.49695,1144.4258,951.11237
133,965.8947,452.0183,1033.6216,753.86115,1170.6227,935.3492
134,965.75653,452.13586,1033.2938,753.97034,1172.4004,934.8912
135,965.78217,452.2092,1033.1924,754.2222,1183.4103,926.4
136,965.926,452.09375,1032.3608,753.4362,1206.3577,906.80115
137,965.8336,452.18716,1032.6843,753.3596,1206.2277,906.4225
138,966.06537,452.12714,1032.5248,753.4012,1222.5896,884.48645
139,966.0146,452.29898,1032.173,753.6015,1223.3905,884.2939
140,965.8615,452.24863,1032.0056,753.2753,1229.3557,875.05756
141,965.95685,451.85638,1032.3597,752.484,1241.3448,853.3884
142,965.87445,451.9604,1031.881,752.6919,1242.0602,853.18475
143,965.87744,451.7271,1031.6342,752.40643,1250.8209,832.91016
144,965.9565,451.83887,1031.4788,752.58734,1251.5011,832.7424
145,966.0787,451.7141,1032.1273,752.44135,1255.5874,815.3735
146,966.06836,451.78085,1031.8004,752.6814,1256.0111,815.35114
147,966.11273,451.83737,1031.7229,752.9187,1255.6134,815.1775
148,965.8161,451.78214,1030.7816,753.07043,1259.2024,797.5754
149,965.85315,451.6598,1030.7527,753.397,1261.527,789.42285
150,965.86127,451.83893,1030.4813,753.8656,1261.5836,788.63385
151,965.8951,451.69254,1029.4103,753.8507,1263.0326,775.5512
152,965.9669,451.83987,1028.845,753.89636,1263.8767,770.08026
153,966.0781,451.80542,1029.229,753.8321,1263.4298,764.4842
154,965.97876,451.93555,1028.839,753.81323,1263.4348,759.76306
155,965.8512,451.9295,1028.1208,754.24005,1261.8192,755.6
156,965.90656,451.75394,1027.7163,754.4587,1260.7688,751.8058
157,965.888,451.794,1028.0148,754.9526,1259.6399,749.2846
158,965.9721,451.77402,1027.9141,755.7275,1258.6211,747.1282
159,965.97485,451.67953,1025.9922,754.9128,1257.4434,745.5333
160,965.8443,452.0362,1024.9393,756.01526,1255.043,745.0921
161,965.8503,451.83435,1024.3043,755.8385,1253.9412,743.74805
162,966.0477,451.82257,1023.96826,756.0462,1253.8317,743.7396
163,965.8383,452.12607,1019.7602,757.05054,1252.318,744.842
164,966.14655,451.99054,1019.1936,756.9766,1252.1998,745.0102
165,966.02106,452.05096,1015.3261,756.31305,1249.0522,748.4292
166,966.00684,452.01498,1014.8483,757.3287,1247.4819,750.9262
167,966.10596,451.81158,1014.6732,757.09064,1247.1119,751.0851
168,966.11536,451.97375,1014.07404,757.5653,1246.7291,751.02686
169,966.0725,452.23483,1009.7648,757.8603,1240.3857,762.8922
170,966.0301,452.21158,1009.23944,758.4348,1238.3251,767.6817
171,966.14813,452.14026,1008.8843,758.14905,1238.1595,767.83435
172,965.9358,452.41302,1004.0609,759.2056,1233.6831,780.0945
173,965.97815,452.33444,1003.66974,758.5534,1233.5121,780.38806
174,965.9848,452.1273,999.6407,759.0715,1227.0043,793.0578
175,966.104,451.97308,999.30475,758.3956,1226.6584,793.267
176,966.1111,451.88174,994.70966,759.8107,1220.248,808.6437
177,965.99066,451.92236,993.62585,760.27374,1213.8589,818.387
178,966.1211,451.92267,993.34406,759.88745,1213.6432,818.89874
179,966.031,452.02176,989.56976,759.46277,1205.9849,837.923
180,966.1241,451.9495,988.9822,759.08484,1206.3177,838.1301
181,966.19617,452.26556,985.1011,760.49506,1193.5505,857.6999
182,966.2517,452.1334,984.8424,760.25775,1193.2097,857.473
183,966.15845,452.30045,981.9128,761.0938,1179.0859,878.6883
184,966.221,452.23087,981.5669,761.1534,1178.428,878.1183
185,966.1949,452.12344,978.30994,760.04663,1159.5223,899.6893
186,966.0994,452.20276,976.69446,761.63025,1149.0746,911.235
187,966.22046,452.11786,976.39667,761.5115,1148.8591,911.92816
188,965.97485,452.0091,972.1294,759.82745,1124.9775,932.0571
189,966.1818,451.96628,972.15564,759.3891,1124.2852,932.80756
190,966.1419,451.99783,970.97253,760.54443,1098.733,950.04584
191,966.25323,451.84506,971.09094,760.50366,1098.1056,950.71515
192,966.13416,451.7792,969.6445,760.4246,1067.732,964.04175
193,966.15674,451.8675,969.85345,760.103,1068.0808,964.76306
194,966.119,451.98584,968.67285,760.7,1033.7382,977.30927
195,966.34204,451.92856,968.19806,760.268,1017.6429,982.5928
196,966.3111,451.96613,968.63965,760.1246,1017.00244,982.8882
197,966.55804,451.98846,967.4882,760.1007,980.7661,987.5678
198,966.64734,451.85822,967.0118,760.0706,942.77216,986.3904
199,966.5523,451.86334,967.3186,760.19855,941.6657,986.8872
200,966.595,451.81433,966.8885,759.9273,906.34155,980.4757
201,966.54193,451.7874,967.5205,759.9145,905.7492,980.7414
202,966.59155,451.89206,966.1409,759.6364,888.8423,976.60187
203,966.56805,451.89847,966.67944,759.9465,888.2856,976.14703
204,966.6524,451.9431,963.77216,758.5147,853.09595,964.4235
205,966.7069,451.8636,964.4499,758.948,852.1225,963.5553
206,966.48114,451.81052,962.4773,758.1597,823.5253,945.77606
207,966.61066,451.73166,962.8404,758.47815,823.43243,945.6667
208,966.34894,451.6357,960.2558,759.1691,798.1043,927.4523
209,966.3815,451.66803,960.8728,759.2894,797.6305,927.1177
210,966.37524,451.4378,958.9185,759.15643,775.75256,905.9705
211,966.1869,451.67917,955.7746,759.32196,762.95197,896.01227
212,966.3505,451.77612,953.8165,758.24396,755.89557,884.16425
213,966.6289,451.89447,952.5386,758.54645,746.1491,872.8452
214,966.698,451.38565,952.13544,758.4878,738.37604,861.96936
215,966.8353,451.2997,952.276,759.53265,738.0352,861.8084
216,966.7074,451.54922,946.7443,759.1324,725.8576,840.5327
217,966.54236,451.73062,944.829,759.8584,718.9404,831.1652
218,966.54877,451.4231,942.87604,759.6023,715.0029,819.875
219,966.51385,451.4156,942.7567,760.21985,710.8336,813.04755
220,966.2796,451.70496,941.38324,759.01526,706.4925,802.2233
221,966.3551,451.3735,939.1095,756.97595,702.1299,794.51404
222,966.36884,451.52075,937.709,757.1488,698.3659,787.8711
223,966.43225,451.48996,936.6689,758.07324,697.01654,781.6559
224,966.6771,451.49002,936.297,758.58014,697.461,781.5007
225,966.564,451.88663,932.94147,758.0834,691.5955,769.3605
226,966.782,452.02106,932.46545,758.6228,691.5109,768.9681
227,966.60034,451.76608,928.66724,755.5657,687.0685,759.8784
228,966.53723,451.74298,926.7573,754.8332,685.24475,756.3774
229,966.6259,451.78217,926.5136,755.4252,685.16235,755.949
230,966.40094,451.95212,924.5687,755.8082,682.2766,749.2251
231,966.4529,451.90237,924.17126,756.1066,682.263,749.19977
232,966.2461,452.08502,920.235,754.5689,678.83356,745.7305
233,966.3511,452.0426,920.1357,754.3402,678.7767,745.72437
234,966.1685,451.80542,918.3866,754.2243,676.5127,744.56586
235,966.3597,451.816,918.07623,754.32574,676.23083,744.49774
236,966.44086,451.86618,915.32666,755.09924,672.39655,745.54376
237,966.3978,451.88748,913.48126,755.16974,671.1098,748.0828
238,966.48035,451.84393,913.0437,754.7426,671.07227,748.6191
239,966.35925,451.72626,911.36224,753.92114,670.3105,751.7422
240,966.39935,451.60733,910.6191,752.1569,669.1396,755.72784
241,966.3817,451.62857,910.22614,751.5945,669.13477,756.01807
242,966.4148,451.6578,908.9426,752.1779,668.03186,763.1441
243,966.4465,451.65155,908.8103,751.5898,668.1431,763.3509
244,966.4187,451.87326,908.1139,752.80865,667.35065,774.31433
245,966.34155,451.88638,907.9197,752.2993,667.4875,774.8163
246,966.238,451.84628,906.9586,753.0934,669.321,786.7968
247,966.13336,451.8643,906.37463,752.4794,669.63654,787.2088
248,966.24335,451.71902,904.5066,752.66644,671.6362,800.5853
249,966.206,451.69882,904.31433,752.2207,671.6189,800.38135
250,966.41736,451.82162,904.8983,753.27625,675.90485,818.81165
251,966.2662,451.83362,905.0169,753.41864,680.0238,828.06696
252,966.17474,451.87988,904.7466,752.8535,680.331,827.9624
253,966.2138,451.6132,905.75555,752.83777,686.8176,846.72766
254,966.1082,451.6271,905.1435,752.2387,687.1431,846.9564
255,966.0656,451.48462,905.3134,752.49756,698.84436,867.62225
256,966.1399,451.5303,905.46313,752.0891,699.0939,867.062
257,965.9369,451.49966,906.2521,752.2981,712.58875,888.473
258,966.09814,451.54382,905.9971,752.5678,719.9951,898.6797
259,966.0304,451.55585,905.601,752.40564,719.95184,898.4752
260,966.2616,451.78644,905.8975,752.80676,740.5299,919.1132
261,966.1313,451.729,905.43933,752.5152,741.56415,919.21747
262,966.10077,451.48938,906.31354,752.872,761.9074,937.22784
263,966.043,451.5328,905.45013,752.581,762.7373,937.378
264,965.9964,451.89523,905.62134,752.01184,789.544,952.2052
265,966.0123,451.88956,905.1209,751.7485,788.9184,952.2163
266,966.10455,451.9194,905.7778,752.28815,816.897,963.9365
267,966.1893,451.91403,906.3121,752.7603,833.0358,970.96924
268,966.1032,451.97308,905.7656,752.6553,833.7472,971.4632
269,966.3533,452.0476,907.97186,752.67865,864.02875,977.3714
270,966.2646,452.0339,907.2893,752.5262,864.62683,977.9344
271,966.1583,452.20193,909.1274,751.99,897.3082,981.41345
272,966.2155,452.0609,909.30237,752.08954,911.81964,982.50684
273,966.26685,451.9835,911.8091,753.0681,929.947,981.1391
274,966.0524,451.97372,912.4818,754.1841,945.5905,980.1757
275,966.05493,451.54218,913.9708,754.03143,962.64685,977.0192
276,966.3154,451.5878,916.3156,754.7876,979.64026,975.20233
277,966.3896,451.64908,918.0448,754.6801,994.8519,971.9965
278,966.3509,451.73972,921.31445,755.0445,1009.5443,965.87317
279,966.2305,451.4964,922.79016,754.7246,1022.42944,960.90063
280,966.4679,451.53775,925.48975,755.2158,1032.9579,953.441
281,966.384,451.14133,928.31354,756.0051,1046.6854,948.608
282,966.43384,451.61395,932.63727,758.45154,1061.073,943.6325
283,966.3419,451.69064,932.49695,758.8196,1061.521,942.8864
284,966.31647,451.79437,936.3624,757.9205,1085.2557,930.97754
285,966.2405,451.5285,939.2087,758.1759,1094.5308,925.0969
286,966.0848,451.5617,939.1614,758.45953,1095.2588,924.2312
287,965.95056,451.55908,939.3015,758.57635,1095.3013,924.2318
288,966.5457,451.26358,949.52844,755.4723,1127.6505,906.5885
289,966.5353,451.30234,953.3565,757.11865,1134.7227,900.96075
290,966.2791,451.42444,953.8041,757.5729,1135.1793,900.1814
291,966.21106,451.53134,961.1908,758.7661,1150.9901,889.3495
292,966.022,451.65524,962.30475,759.4076,1152.0117,888.9559
293,966.27075,451.48346,971.3449,759.3046,1166.0013,881.49927
294,965.9864,451.49918,976.6172,759.8812,1173.744,877.1207
295,965.8183,451.56808,977.6756,760.36664,1174.6011,876.7372
296,966.1645,451.92767,986.32526,759.64276,1186.1364,869.70856
297,966.0788,452.0943,987.27246,759.7366,1186.564,869.79584
298,966.0505,451.7656,996.42084,757.9385,1198.1772,864.5048
299,965.8486,451.90976,996.7588,758.2509,1198.8662,864.2547
300,966.1611,452.11807,1002.67694,757.9855,1209.039,861.7984
301,966.0176,452.2281,1003.29877,758.2095,1209.648,861.64703
302,966.05347,452.16095,1010.9526,758.5168,1218.0945,859.8797
303,965.82025,452.25748,1011.9604,758.59143,1218.6014,859.96136
304,965.5894,452.07278,1019.91034,757.9135,1225.0558,860.5471
305,965.3733,452.22504,1020.5785,757.6829,1225.4623,860.7747
306,965.4049,451.79626,1027.9207,756.13226,1231.6508,862.2692
307,965.64087,451.48633,1030.6074,754.9246,1234.5848,863.4603
308,965.20105,451.5809,1031.3833,754.5894,1234.859,863.64166
309,965.60455,451.6236,1038.5299,754.2475,1238.3833,867.19293
310,965.3062,451.73386,1039.4325,753.6258,1238.2999,867.37775
311,965.78735,451.7563,1045.0171,750.25085,1241.0227,873.70087
312,965.53455,451.82477,1045.8846,749.2294,1240.4531,873.48486
313,965.77234,451.76144,1054.1476,749.33875,1242.1058,881.06433
314,965.4058,451.91672,1055.2181,748.9057,1242.1967,881.5433
315,965.7197,451.74185,1060.6234,747.32513,1241.0392,888.536
316,965.58966,451.82773,1062.7666,746.52386,1239.5358,892.52057
317,965.18146,452.04327,1063.603,746.01404,1239.385,892.7273
318,965.8089,452.00153,1069.1815,743.6452,1236.7975,902.3161
319,965.5342,452.06985,1069.7252,743.0497,1236.4503,903.0484
320,965.7219,451.88742,1074.5222,741.34924,1229.0743,910.89856
321,965.5275,451.98315,1074.9484,741.20044,1228.7212,911.518
322,965.9454,451.72943,1077.923,739.8385,1221.428,919.9771
323,965.9451,451.42395,1080.5721,739.3114,1215.8857,924.60736
324,965.75305,451.60434,1081.5613,739.07324,1215.2478,925.1149
325,966.03156,451.30786,1085.0642,737.6294,1205.0625,931.8874
326,965.8994,451.25812,1085.5383,737.4099,1203.937,932.49646
327,965.9058,451.53397,1087.7021,737.4647,1191.4236,940.40564
328,965.7948,451.55356,1088.7507,736.9537,1182.3125,944.91656
329,965.7388,451.58722,1088.7717,736.86163,1181.8125,945.4425
330,965.97815,451.722,1090.0563,737.1463,1166.7714,951.67914
331,966.04785,451.82513,1090.2817,737.14716,1165.9902,952.15686
332,965.8607,451.6577,1090.2097,736.5625,1149.4879,957.255
333,965.69965,451.59875,1090.237,736.3182,1138.8721,959.99146
334,965.70337,451.68713,1089.85,736.771,1131.9425,962.55695
335,965.78125,451.68002,1089.8859,736.8362,1131.241,962.679
336,965.7793,451.534,1090.0647,736.885,1131.9844,962.53986
337,965.82336,451.5826,1089.7883,736.8474,1131.6667,962.63293
338,965.498,452.67984,1088.0005,738.19775,1092.9414,966.4938
339,965.7721,452.40466,1086.599,739.05835,1084.2717,966.62897
340,965.84766,450.99503,1085.0485,738.55316,1074.1965,966.01245
341,965.8145,450.3518,1082.4521,739.3737,1063.7395,966.9349
342,965.65576,450.85825,1079.664,740.15436,1055.8136,966.92725
343,965.76685,450.96732,1076.8634,741.4092,1045.4268,967.6033
344,965.81116,451.51785,1074.723,742.62744,1035.3773,967.72614
345,965.65454,452.3133,1072.102,743.674,1026.8253,969.02246
346,965.81036,452.35583,1072.3119,744.04877,1026.2974,969.0259
347,965.33936,452.09888,1064.6664,746.78564,1008.17865,968.53357
348,965.5463,451.99423,1061.5,747.8256,1000.1125,968.33594
349,965.8251,451.77838,1061.5017,748.0639,999.0506,968.31
350,964.9843,452.40417,1053.9467,749.6865,983.5211,968.5966
351,965.33124,452.32855,1053.6024,750.0173,982.39594,968.3006
352,965.44684,452.4096,1044.3079,752.48114,965.4049,966.89276
353,965.51105,452.36725,1044.4553,752.34576,965.3327,967.0972
354,965.41016,452.06485,1033.9706,753.7425,949.8003,968.4779
355,965.8802,452.24753,1029.0417,754.6298,942.2172,968.4328
356,966.41376,452.18063,1028.6492,754.979,941.491,968.33905
357,965.8067,451.99268,1018.84424,755.4527,926.7142,967.8183
358,966.17206,451.9052,1018.44495,755.7414,926.09686,967.763
359,966.1522,451.7372,1007.0207,757.1168,912.773,968.1411
360,966.622,451.50906,1005.80884,757.5998,912.6295,968.1973
361,966.2602,451.54132,997.8829,758.9511,899.5005,968.5836
362,966.43854,451.46893,997.4908,759.07623,899.28345,968.70715
363,966.3628,451.31094,984.5239,759.6521,889.1876,970.30853
364,966.55804,451.22217,983.0363,759.7771,888.87384,970.4175
365,966.2774,451.47284,968.9398,759.2143,877.69147,971.26776
366,966.1155,451.84518,960.4197,758.4819,872.60547,970.9048
367,966.20337,451.75787,958.79694,758.1156,872.0843,970.94904
368,966.49506,451.97964,948.8633,757.83875,863.5787,971.3986
369,966.6031,451.95175,948.4022,757.7776,863.2247,971.52716
370,966.42444,451.8329,938.62305,757.5871,853.59625,972.0582
371,966.7864,451.81647,937.7504,757.4536,853.47375,972.1644
372,966.4461,451.61496,926.77216,755.24646,847.73553,972.3348
373,966.7544,451.579,925.241,754.8416,847.7268,972.43
374,966.6031,451.90283,914.30304,752.70355,839.2306,971.7355
375,966.52905,451.47696,908.6727,751.47034,836.4644,971.5342
376,966.8423,451.56845,907.942,751.0603,836.36395,971.5899
377,966.70886,451.42868,897.07196,748.00934,831.7136,970.1476
378,966.9725,451.53873,895.384,747.7016,831.8205,970.1953
379,966.20874,451.2077,884.236,744.7508,825.6821,969.02405
380,966.5421,451.27805,882.87634,744.40137,825.59436,968.95013
381,966.5982,451.46957,875.28033,741.431,822.26855,966.8117
382,966.8817,451.56125,869.0578,740.57275,820.1075,966.70807
383,967.02563,451.55374,867.48914,740.17285,820.1014,966.6355
384,966.5327,450.7806,860.402,736.75464,816.80304,963.79816
385,966.48895,450.85614,859.9953,736.0493,816.71124,963.8688
386,966.47534,451.12613,853.5993,734.3847,813.41846,962.2216
387,966.43854,451.9594,849.0928,733.173,811.0604,961.87146
388,966.6331,452.09567,848.339,732.74774,811.1641,961.9059
389,966.41284,451.75125,842.59796,729.0661,808.33044,959.9647
390,966.52704,451.7607,841.77747,729.04785,808.335,959.9227
391,966.57434,451.8073,841.10565,729.11993,808.3828,959.7655
392,966.7829,452.13583,833.8499,728.25214,804.60864,955.20764
393,966.6976,451.59485,831.81964,726.76276,803.58795,954.02924
394,966.87933,451.7477,831.32025,726.7584,803.706,953.9972
395,966.215,451.85083,828.22833,724.58636,803.02313,951.6601
396,966.20496,452.15152,826.43646,724.4479,801.7852,951.8907
397,966.2902,451.8424,826.2037,723.9123,800.641,951.307
398,966.3269,451.67746,825.7066,723.9143,800.0037,951.04034
399,966.20416,451.39954,826.0717,723.77,799.3702,951.23395
400,965.95605,451.59402,824.8619,723.7629,797.1027,950.9322
401,966.0766,451.65393,824.7614,723.68677,796.0146,951.26514
402,966.02997,451.25595,825.0139,723.18713,795.28485,950.72754
403,966.17126,451.57764,825.1064,723.912,794.12415,951.64044
404,966.1642,451.5469,826.48035,724.24365,793.09186,951.60876
405,966.0754,451.77307,827.51764,724.86145,792.2642,951.4806
406,965.9877,451.66614,828.22797,725.084,791.97943,951.4703
407,966.1002,451.60803,830.20886,726.27826,791.45465,952.78345
408,966.2662,451.9936,832.04456,727.398,791.57513,953.13184
409,966.2466,451.9631,832.7386,727.1165,791.22815,953.09247
410,966.52655,451.9736,835.61566,728.6438,790.18005,954.18866
411,966.384,451.83582,836.8343,728.949,789.79504,954.2445
412,966.3627,451.84912,843.5915,731.7553,790.0982,955.4671
413,966.2656,451.6827,845.4953,732.40125,789.89795,955.40533
414,966.1364,451.38904,849.9784,734.4883,789.82263,956.1869
415,966.2765,450.85458,852.9898,736.4591,789.99194,956.56537
416,966.21906,450.77356,854.2174,737.04254,789.9453,956.5112
417,966.5982,451.0613,861.8848,738.14264,790.33905,958.5409
418,966.4726,450.98788,863.5426,738.39484,790.16016,958.644
419,966.50006,451.14975,870.7866,741.18866,792.6464,960.31274
420,966.285,450.9964,872.3383,741.81036,792.5591,960.16174
421,966.5404,451.41785,880.4592,744.8636,796.04846,960.8146
422,966.25745,451.28305,881.8237,745.4873,795.97174,960.73615
423,966.5237,451.78738,891.63416,748.07294,799.4773,962.37537
424,966.5474,451.82047,896.953,750.0995,802.62085,962.3722
425,966.46454,451.83093,897.9639,750.29376,802.442,962.28357
426,966.84937,451.7428,909.69257,752.04474,806.66833,961.74347
427,966.48566,451.74234,911.50024,752.7696,806.705,961.56946
428,967.0098,451.7748,921.437,754.542,814.2967,961.44476
429,966.69226,451.67108,923.0855,755.1849,814.5897,961.2857
