t,x1,y1,x2,y2
0.0,0.1004985008377926,0.0034289457242986966,0.09873994049670434,-0.07088339420466043
0.016666666666666666,0.100546957150291,0.0034416282322430013,0.09876068973821009,-0.07093609976302408
0.03333333333333333,0.10048995885962778,0.0034639119236445077,0.0986917326781162,-0.07093484486877735
0.05,0.10051626815237534,0.0034418922570226447,0.09869546008676991,-0.07094021854958646
0.06666666666666667,0.1005867161759307,0.003373749014484813,0.0987573661321605,-0.07105189792519977
0.08333333333333333,0.10056671241615572,0.0033325394056440104,0.09868496121906195,-0.07112332749970063
0.1,0.10061811959383835,0.0032411464516285847,0.09869341001201039,-0.0712480403809065
0.11666666666666667,0.1005747263447612,0.0031681886395796832,0.09864793562643492,-0.07133914446075128
0.13333333333333333,0.10040985063531147,0.002901554673883287,0.09870204517539154,-0.07154663687580855
0.15,0.10049815915866596,0.0029391766518948805,0.09862709319971286,-0.07164646930425081
0.16666666666666666,0.10055295206587572,0.00271808230142536,0.09858556365496265,-0.07211515988071783
0.18333333333333332,0.100650082123044,0.002738331448936725,0.09854512127106974,-0.07226310694253187
0.2,0.1010341915848103,0.0023735486010400117,0.09841034438649883,-0.07302137057878506
0.21666666666666667,0.1011350490506323,0.0023523054778876737,0.0983109157606607,-0.07319098320339891
0.23333333333333334,0.10174941918198238,0.0023710916175024377,0.09840605786654706,-0.07362494675590874
0.25,0.10311299845273093,0.0012466225057163646,0.09854745090147829,-0.07492342062217228
0.26666666666666666,0.103172854423362,0.00046974667558558075,0.09861799211025003,-0.07507367557117778
0.2833333333333333,0.10279200644416772,-0.001860831116024758,0.09825230225958091,-0.07789901095044016
0.3,0.10275687561760637,-0.0020621733068034087,0.09821847602604838,-0.07807649772583497
0.31666666666666665,0.10194672334671949,-0.004066851335123132,0.09830613225288842,-0.07989932480446114
0.3333333333333333,0.1011961164290758,-0.007170841572990173,0.09832355788834458,-0.08308942750075086
0.35,0.10100403063645387,-0.007563875072308208,0.0983106051432729,-0.08337854084680307
0.36666666666666664,0.10117772787971745,-0.011862406598477477,0.09861768149286224,-0.08767980580598506
0.38333333333333336,0.10116545849289892,-0.012212223900629452,0.09859441625051522,-0.08787198788999717
0.4,0.09971121000664847,-0.01720984023832626,0.09792742753367006,-0.09257220360973498
0.4166666666666667,0.09967036382015143,-0.017645419001252716,0.09792183642068954,-0.09262038036658438
0.43333333333333335,0.09903173447081337,-0.022672745892093577,0.09753592537807394,-0.09802990642225647
0.45,0.09874258074450078,-0.023105917370264472,0.09752334537386761,-0.09821461505191788
0.4666666666666667,0.09682821472168691,-0.02952951601192098,0.09824435045445298,-0.10418943058549213
0.48333333333333334,0.09606080340336266,-0.0297810384417004,0.09826808162288167,-0.1042955250604726
0.5,0.09406617384753863,-0.033419852804073155,0.09813473357829469,-0.10717620313972116
0.5166666666666667,0.0919791045571022,-0.040140007184393804,0.09817874806214745,-0.1137421670487328
0.5333333333333333,0.09142567755724053,-0.040140796152558826,0.09816697566314943,-0.11396026083523604
0.55,0.08649285600664097,-0.048061396657723965,0.09834135626466617,-0.12092195129631804
0.5666666666666667,0.08547909403804432,-0.04820700166443393,0.0983474443654672,-0.12102345174013282
0.5833333333333334,0.08207820638238657,-0.055076336257598286,0.09774202001488608,-0.12787245331909106
0.6,0.08136984342948507,-0.05508764273051457,0.09771490311693025,-0.12802161800106535
0.6166666666666667,0.07848473594628637,-0.05913870538381531,0.0977298748750227,-0.13110292385110062
0.6333333333333333,0.07327353909273114,-0.06681379079948127,0.0966434594994173,-0.13691878404263677
0.65,0.07241890641190983,-0.06689274973946269,0.09664467090722974,-0.13704624588772474
0.6666666666666666,0.06332443309942737,-0.07378702690886817,0.09513038007991559,-0.1417019656666587
0.6833333333333333,0.06317238588809423,-0.07397178213113774,0.09507102109710502,-0.14186841620626467
0.7,0.05402933201615822,-0.08042729670939176,0.09253197244566581,-0.14472517364047796
0.7166666666666667,0.05375049078712089,-0.08078051527194029,0.09246282901513922,-0.14479785810922555
0.7333333333333333,0.04914847675453935,-0.08441247120239018,0.09080351092945645,-0.1459718986499323
0.75,0.03853508441566436,-0.08977972223158129,0.0860096285364244,-0.14670883840251228
0.7666666666666667,0.038084036906824985,-0.08985445677508845,0.08587075150233436,-0.14664584519626434
0.7833333333333333,0.027268448179354865,-0.09304675243013612,0.07962982694644917,-0.14595616898541355
0.8,0.02649129900592281,-0.0933807406702053,0.07939959733860417,-0.14559976659464
0.8166666666666667,0.01647134118645945,-0.09564731574905729,0.07140346710941907,-0.14434389079694074
0.8333333333333334,0.015864500420589945,-0.0955250878069539,0.07139480088429914,-0.14432690002582751
0.85,0.007523634589717399,-0.09528299261489456,0.06624594494047749,-0.14333050156920954
0.8666666666666667,-0.00619338456468086,-0.09701044151841968,0.05540437306851699,-0.14097984236347727
0.8833333333333333,-0.005945139148342828,-0.09693663572090207,0.05542745194043137,-0.14103010025682497
0.9,-0.015903576087976455,-0.09606584161739293,0.04461479854727603,-0.139459183879713
0.9166666666666666,-0.016336968104492706,-0.09592707329938867,0.04440090741402985,-0.13944084502913665
0.9333333333333333,-0.026726330758583345,-0.09354756084450272,0.03229307269892178,-0.1373139763328001
0.95,-0.027088818143984145,-0.09327017951718808,0.03229417849682238,-0.13742426724868995
0.9666666666666667,-0.03787308421406745,-0.08966504229200173,0.020192164751561912,-0.13707487238618535
0.9833333333333333,-0.0383322201996854,-0.08912649386501617,0.019928450589310923,-0.13703183324093035
1.0,-0.043558401236028575,-0.08654651826655904,0.012521499421324462,-0.13663436723148825
1.0166666666666666,-0.047971712099341514,-0.08405175122992603,0.0059795866166510335,-0.13656913758004807
1.0333333333333334,-0.052313248602853094,-0.08152427618235662,-0.0007643517370542684,-0.13581520705635486
1.05,-0.05662547214347701,-0.07900303833193444,-0.008888903619055684,-0.13589497360154454
1.0666666666666667,-0.06159457380497282,-0.07593833187510375,-0.015838551444012243,-0.13473559420154244
1.0833333333333333,-0.064648284406275,-0.07333364976962019,-0.023495394300492106,-0.13555054551107104
